"text","retweet_count","favorite_count","is_retweet","date"
"RT AlanDersh The Republicans should have challenged Professor Feldmans assertion that abuse of office  is a constitutional basis for i",14843,0,"1",2019-12-18
"RT GOPLeader Speaker Pelosi has said she is aware of 'no data as to why we need' more funding for Americans paychecks Anyone paying att",10820,0,"0",2020-04-11
"World Autism Awareness Day 2019 Significance history and theme via htTweets ",11242,45674,"0",2019-04-02
"It is a stunner by any stretch of the imagination CNBC",15071,87305,"0",2020-06-05
"Late last night our deadline we reached a wonderful new Trade Deal with Canada to be added into the deal already reached with Mexico The new name will be The United States Mexico Canada Agreement or USMCA It is a great deal for all three countries solves the many",28659,128871,"0",2018-10-01
"RT GOPLeader President Trump has put forward a serious and reasonable offer to reform parts of our broken immigration system and reopen g",10970,0,"0",2019-01-20
"RT HawleyMO Schiff amp Co end as they began insulting senators calling realDonaldTrump a dictator and disparaging the will of the voters",12738,0,"0",2020-01-25
"RT SusanFarina6 BrandonStraka foxandfriends Nice interview with PeteHegseth   I can absolutely relate I have been a Democrat my whole",8113,0,"0",2020-07-25
"So in California the Democrats who fought like crazy to get all mail in only ballots and succeeded have just opened a voting booth in the most Democrat area in the State They are trying to steal another election Its all rigged out there These votes must not count SCAM",42077,146714,"0",2020-05-09
"RT TVNewsHQ Watch DonaldJTrumpJr on Joe Bidens blunders It would be truly sad if it wasnt so scary that Joe Biden could be in charge",5385,0,"0",2020-08-01
"RT ByronYork The January 5 2017 meeting in which Sally Yates said she learned of FlynnKislyak call from President Obama himselfSusan",9017,0,"0",2020-05-10
"Getting VERY close to a BIG DEAL with China They want it and so do we",28464,156576,"0",2019-12-12
"RT TomFitton Coup Update ",5918,0,"0",2019-10-19
"The Obama Administration built the Cages not the Trump Administration DEMOCRATS MUST GIVE US THE VOTES TO CHANGE BAD IMMIGRATION LAWS",38673,154082,"0",2019-07-16
"RT PatrickMcHenry American workers have waited long enough the time to pass the USMCA is now From enabling our economy to continue to",3645,0,"1",2019-12-11
"The Wall Street Journal has it wrong we are under no pressure to make a deal with China they are under pressure to make a deal with us Our markets are surging theirs are collapsing We will soon be taking in Billions in Tariffs amp making products at home If we meet we meet",23038,87737,"0",2018-09-13
"RT TrumpWarRoom Health and Human Services Secretary Alex Azar on the CoronavirusThe risk to average Americans remains low We are wor",7272,0,"0",2020-03-01
"RT MrMichaelBurkes I registered 19 more Republicans today i had several Walk Away's They said they'll never vote Democrat again VoteR",19098,0,"0",2020-07-01
"RT GovBillLee The USMCA is a 21stcentury trade deal for a 21stcentury market that will fuel economic growth right here in Tennessee cr",5011,0,"0",2019-09-17
"economy was shuttered This is unprecedented it is unsettling and challenging but we will rise to meet the occasion MACK MCLARTY Clinton White House Chief of Staff LelandVittert FoxNews Thank you Mack We will be bigger better and stronger than ever before",14540,71473,"0",2020-04-11
"RT SenatorBraun REPORTER So you're saying that it's okay for a President to ask a foreign leader to investigate a political rival and wi",14784,0,"0",2020-01-25
"Please study this closely We saved many lives with our fast action on CoronaVirus ",25450,83752,"0",2020-04-23
"RT DNIRatcliffe China's antiTrump election meddling raises new alarm as DNI calls country biggest threat  Fox News ",7657,0,"0",2020-09-01
"The  Amazon Washington Post and CNN just did a Fake Interview on Pardons for Aids on the Wall and that I didnt think the Wall on the Southern Border was that important to stop Illegals wanting to come into our Country WRONG vitally important Will make a BIG impact So bad",13977,57312,"0",2019-08-29
"RT MariaBartiromo The economy is poised to continue to expand Kansas City Fed President MorningsMaria FoxBusi",3441,0,"0",2019-08-23
"RT TeamTrump Not one more life should be stolen by a Sanctuary CityPresident realDonaldTrump is calling on Congress to give American",7927,0,"0",2020-02-15
"Democrats are going to destroy your Social Security I have totally left it alone as promised and will save it",26238,120441,"0",2020-01-24
"Great Alan They are Fake News ",16617,73213,"0",2020-04-21
"Big Stock Market Numbers",31242,212782,"0",2020-08-11
"The failed Fast Train project in California where the cost overruns are becoming world record setting is hundreds of times more expensive than the desperately needed Wall",24876,112579,"0",2019-02-19
"Never in history have Police been treated so badly as they are in Democrat run cities  and these cities are a mess Police must take a stronger stand with the Radical Left politicians that are treating them so badly and so disrespectfully",42996,191746,"0",2020-07-13
"Adam Schiff will be compelled to testify should the Democrats decide despite the fact that my presidential conversations were totally appropriate perfect to go forward with the Impeachment Hoax Polls have now turned very strongly against Impeachment",25845,109114,"0",2019-11-23
"RT realDonaldTrump Getting VERY good reviews of the job the Federal Government is doing on CoronaVirus Ventilators building hospitals",21808,0,"0",2020-04-24
"This week Jews around the world will celebrate the miracles of Hanukkah FLOTUS Melania and I send our very best wishes for a blessed and Happy Hanukkah ",17277,75249,"0",2018-12-02
"RT HeyTammyBruce So the anarchists are building a border wall Okeydokey",18789,0,"0",2020-06-12
"Majority of people say the US Senate already has enough information FoxNews",15437,82543,"0",2020-01-26
"RT GOPChairwoman Republicans and realDonaldTrump are delivering for Americans 6M new jobs Unemployment at 36 the lowest since",9134,0,"0",2019-05-12
"RT Scavino45 ",5848,0,"0",2020-04-10
"RT senatemajldr My statement regarding President Trump's call for bipartisan bicameral cooperation following the mass murders in El Paso",7505,0,"0",2019-08-06
"RT JohnCornyn Do you know the symptoms of COVID19 Difficulty breathing persistent pain or pressure in the chest confusion bluish lip",5417,0,"0",2020-03-20
"Nadler ripped final argument away from Schiff thinks Shifty did a terrible job They are fighting big time ",23164,90055,"0",2020-01-31
"RT ChuckRossDC A 9 year prison recommendation for nonviolent crimes committed by a 67yearold man ",8543,0,"0",2020-02-11
"RT JohnDePetroshow Tonight is a perfect example where the critics of realDonaldTrump criticize him and underestimate him I have chills",9090,0,"0",2019-07-05
"RT DanCrenshawTX Hey Joe last year US emissions dropped by 21 largely because of Republicanled efforts to deregulate natural gas a c",11775,0,"0",2020-04-30
"People now realize it is a Democrat Hoax ",19281,82259,"0",2019-11-28
"GREAT NEWS MAGA KAG ",16101,61118,"0",2019-11-19
"Just completed a very good meeting on Afghanistan Many on the opposite side of this 19 year war and us are looking to make a deal  if possible",13740,70472,"0",2019-08-17
"RT TeamTrump Harvard University says President realDonaldTrump is RIGHT that it would not have been appropriate for them to receive fund",6360,0,"0",2020-04-23
"While CNN doesnt do great in the United States based on ratings outside of the US they have very little competition Throughout the world CNN has a powerful voice portraying the United States in an unfair",21997,82928,"0",2018-11-27
"3 years ago after Jeff Sessions recused himself the Fraudulent Mueller Scam began Alabama do not trust Jeff Sessions He let our Country down Thats why I endorsed Coach Tommy Tuberville TTuberville the true supporter of our MAGA agenda ",18138,51963,"0",2020-05-23
"China is actually placing propaganda ads in the Des Moines Register and other papers made to look like news Thats because we are beating them on Trade opening markets and the farmers will make a fortune when this is over ",19303,59948,"0",2018-09-27
"RT SenateGOP  SIGNED by realDonaldTrumpThe Families First Coronavirus Response Act is now law",2938,0,"0",2020-03-20
"Thank you Green Bay Wisconsin MAKE AMERICA GREAT AGAIN ",20039,90946,"0",2019-04-27
"This evil AntiSemitic attack is an assault on humanity It will take all of us working together to extract the poison of AntiSemitism from our world We must unite to conquer hate",21100,86741,"0",2018-10-27
"RT dbongino ANTIFA is a fascist terrorgroup committed to bringing fascism to the United States by whatever means necessary",8368,0,"0",2020-07-26
"As usual Jay Powell and the Federal Reserve are slow to act Germany and others are pumping money into their economies Other Central Banks are much more aggressive The US should have for all of the right reasons the lowest Rate We dont putting us at a",15638,62730,"0",2020-03-02
"RT RudyGiuliani This is more than an hour before and it is as full as a playoff game for a rally for realDonaldTrump No one has ever go",12530,0,"0",2019-08-16
"Why should Crazy Nancy Pelosi just because she has a slight majority in the House be allowed to Impeach the President of the United States Got ZERO Republican votes there was no crime the call with Ukraine was perfect with no pressure She said it must be bipartisan",25293,117898,"0",2019-12-26
"RT GOPChairwoman It does not matter which career politician Democrats nominaterealDonaldTrump just scored big wins in MISSOURI and MI",9065,0,"0",2020-03-11
"RT JessieJaneDuff Lefty holier than thou Media Matters founder David Brock who spends millions targeting President Trump is accused of",9401,0,"0",2020-04-26
